,date,value,name_B08R2STNYG
0,2020-12-27,15754.0,Acupuncture
1,2020-12-28,18031.0,Acupuncture
2,2020-12-29,18031.0,Acupuncture
3,2020-12-30,18354.0,Acupuncture
4,2020-12-31,18354.0,Acupuncture
5,2021-01-01,18354.0,Acupuncture
6,2021-01-02,18354.0,Acupuncture
7,2021-01-03,18354.0,Acupuncture
8,2021-01-04,20821.0,Acupuncture
9,2021-01-05,18209.0,Acupuncture
10,2021-01-06,18209.0,Acupuncture
11,2021-01-07,18778.0,Acupuncture
12,2021-01-08,18778.0,Acupuncture
13,2021-01-09,19353.0,Acupuncture
14,2021-01-10,19353.0,Acupuncture
15,2021-01-11,19901.0,Acupuncture
16,2021-01-12,19901.0,Acupuncture
17,2021-01-13,19901.0,Acupuncture
18,2021-01-14,19901.0,Acupuncture
19,2021-01-15,19695.0,Acupuncture
20,2021-01-16,19695.0,Acupuncture
21,2021-01-17,19695.0,Acupuncture
22,2021-01-18,19695.0,Acupuncture
23,2021-01-19,23867.0,Acupuncture
24,2021-01-20,22533.0,Acupuncture
25,2021-01-21,22533.0,Acupuncture
26,2021-01-22,22533.0,Acupuncture
27,2021-01-23,22533.0,Acupuncture
28,2021-01-24,22533.0,Acupuncture
29,2021-01-25,22533.0,Acupuncture
30,2021-01-26,18750.0,Acupuncture
31,2021-01-27,18750.0,Acupuncture
32,2021-01-28,18021.0,Acupuncture
33,2021-01-29,18021.0,Acupuncture
34,2021-01-30,18021.0,Acupuncture
35,2021-01-31,21236.0,Acupuncture
36,2021-02-01,21236.0,Acupuncture
37,2021-02-02,21236.0,Acupuncture
38,2021-02-03,14630.0,Acupuncture
39,2021-02-04,14630.0,Acupuncture
40,2021-02-05,14630.0,Acupuncture
41,2021-02-06,14630.0,Acupuncture
42,2021-02-07,14630.0,Acupuncture
43,2021-02-08,14630.0,Acupuncture
44,2021-02-09,10586.0,Acupuncture
45,2021-02-10,10586.0,Acupuncture
46,2021-02-11,10586.0,Acupuncture
47,2021-02-12,12889.0,Acupuncture
48,2021-02-13,13135.0,Acupuncture
49,2021-02-14,13135.0,Acupuncture
50,2021-02-15,13135.0,Acupuncture
51,2021-02-16,13928.0,Acupuncture
52,2021-02-17,13928.0,Acupuncture
53,2021-02-18,13928.0,Acupuncture
54,2021-02-19,14728.0,Acupuncture
55,2021-02-20,11767.0,Acupuncture
56,2021-02-21,11767.0,Acupuncture
57,2021-02-22,11767.0,Acupuncture
58,2021-02-23,14436.0,Acupuncture
59,2021-02-24,14436.0,Acupuncture
60,2021-02-25,14436.0,Acupuncture
61,2021-02-26,10036.0,Acupuncture
62,2021-02-27,10036.0,Acupuncture
63,2021-02-28,10036.0,Acupuncture
64,2021-03-01,10036.0,Acupuncture
65,2021-03-02,10388.0,Acupuncture
66,2021-03-03,10388.0,Acupuncture
67,2021-03-04,10388.0,Acupuncture
68,2021-03-05,10388.0,Acupuncture
69,2021-03-06,10388.0,Acupuncture
70,2021-03-07,9688.0,Acupuncture
71,2021-03-08,9688.0,Acupuncture
72,2021-03-09,9688.0,Acupuncture
73,2021-03-10,9688.0,Acupuncture
74,2021-03-11,12642.0,Acupuncture
75,2021-03-12,12642.0,Acupuncture
76,2021-03-13,12642.0,Acupuncture
77,2021-03-14,12642.0,Acupuncture
78,2021-03-15,9841.0,Acupuncture
79,2021-03-16,10614.0,Acupuncture
80,2021-03-17,10651.0,Acupuncture
81,2021-03-18,10651.0,Acupuncture
82,2021-03-19,11232.0,Acupuncture
83,2021-03-20,11232.0,Acupuncture
84,2021-03-21,11232.0,Acupuncture
85,2021-03-22,11232.0,Acupuncture
86,2021-03-23,11232.0,Acupuncture
87,2021-03-24,11232.0,Acupuncture
88,2021-03-25,13605.0,Acupuncture
89,2021-03-26,13605.0,Acupuncture
90,2021-03-27,10704.0,Acupuncture
91,2021-03-28,10704.0,Acupuncture
92,2021-03-29,10704.0,Acupuncture
93,2021-03-30,10818.0,Acupuncture
94,2021-03-31,10818.0,Acupuncture
95,2021-04-01,10818.0,Acupuncture
96,2021-04-02,10818.0,Acupuncture
97,2021-04-03,10818.0,Acupuncture
98,2021-04-04,11966.0,Acupuncture
99,2021-04-05,11966.0,Acupuncture
100,2021-04-06,11966.0,Acupuncture
101,2021-04-07,11966.0,Acupuncture
102,2021-04-08,14566.0,Acupuncture
103,2021-04-09,14566.0,Acupuncture
104,2021-04-10,14566.0,Acupuncture
105,2021-04-11,14566.0,Acupuncture
106,2021-04-12,14566.0,Acupuncture
107,2021-04-13,13845.0,Acupuncture
108,2021-04-14,13845.0,Acupuncture
109,2021-04-15,11561.0,Acupuncture
110,2021-04-16,11561.0,Acupuncture
111,2021-04-17,11561.0,Acupuncture
112,2021-04-18,11561.0,Acupuncture
113,2021-04-19,14737.0,Acupuncture
114,2021-04-20,14544.0,Acupuncture
115,2021-04-21,14544.0,Acupuncture
116,2021-04-22,14544.0,Acupuncture
117,2021-04-23,13920.0,Acupuncture
118,2021-04-24,13920.0,Acupuncture
119,2021-04-25,13920.0,Acupuncture
120,2021-04-26,13920.0,Acupuncture
121,2021-04-27,13920.0,Acupuncture
122,2021-04-28,12883.0,Acupuncture
123,2021-04-29,12883.0,Acupuncture
124,2021-04-30,12883.0,Acupuncture
125,2021-05-01,15671.0,Acupuncture
126,2021-05-02,15671.0,Acupuncture
127,2021-05-03,12477.0,Acupuncture
128,2021-05-04,12477.0,Acupuncture
129,2021-05-05,12477.0,Acupuncture
130,2021-05-06,13293.0,Acupuncture
131,2021-05-07,13293.0,Acupuncture
132,2021-05-08,13293.0,Acupuncture
133,2021-05-09,13907.0,Acupuncture
134,2021-05-10,13907.0,Acupuncture
135,2021-05-11,13907.0,Acupuncture
136,2021-05-12,15568.0,Acupuncture
137,2021-05-13,15568.0,Acupuncture
138,2021-05-14,16739.0,Acupuncture
139,2021-05-15,16739.0,Acupuncture
140,2021-05-16,16600.0,Acupuncture
141,2021-05-17,16600.0,Acupuncture
142,2021-05-18,16600.0,Acupuncture
143,2021-05-19,16396.0,Acupuncture
144,2021-05-20,19130.0,Acupuncture
145,2021-05-21,19115.0,Acupuncture
146,2021-05-22,19115.0,Acupuncture
147,2021-05-23,19115.0,Acupuncture
148,2021-05-24,17924.0,Acupuncture
149,2021-05-25,17924.0,Acupuncture
150,2021-05-26,16751.0,Acupuncture
151,2021-05-27,16751.0,Acupuncture
152,2021-05-28,16751.0,Acupuncture
153,2021-05-29,16986.0,Acupuncture
154,2021-05-30,16986.0,Acupuncture
155,2021-05-31,14417.0,Acupuncture
156,2021-06-01,14417.0,Acupuncture
157,2021-06-02,17245.0,Acupuncture
158,2021-06-03,17245.0,Acupuncture
159,2021-06-04,13805.0,Acupuncture
160,2021-06-05,13805.0,Acupuncture
161,2021-06-06,15877.0,Acupuncture
162,2021-06-07,15877.0,Acupuncture
163,2021-06-08,19582.0,Acupuncture
164,2021-06-09,19582.0,Acupuncture
165,2021-06-10,19582.0,Acupuncture
166,2021-06-11,15287.0,Acupuncture
