,date,value,name_B07Z6NJVML
0,2019-10-26,461125.0,"Braces, Splints & Supports"
1,2019-10-27,620848.0,"Braces, Splints & Supports"
2,2019-10-28,530066.0,"Braces, Splints & Supports"
3,2019-10-29,694567.0,"Braces, Splints & Supports"
4,2019-10-30,208637.0,"Braces, Splints & Supports"
5,2019-10-31,192048.0,"Braces, Splints & Supports"
6,2019-11-01,155154.0,"Braces, Splints & Supports"
7,2019-11-02,166800.0,"Braces, Splints & Supports"
8,2019-11-03,148976.0,"Braces, Splints & Supports"
9,2019-11-04,230205.0,"Braces, Splints & Supports"
10,2019-11-05,148535.0,"Braces, Splints & Supports"
11,2019-11-06,151742.0,"Braces, Splints & Supports"
12,2019-11-07,156271.0,"Braces, Splints & Supports"
13,2019-11-08,117030.0,"Braces, Splints & Supports"
14,2019-11-09,117030.0,"Braces, Splints & Supports"
15,2019-11-10,55318.0,"Braces, Splints & Supports"
16,2019-11-11,55318.0,"Braces, Splints & Supports"
17,2019-11-12,73776.0,"Braces, Splints & Supports"
18,2019-11-13,73776.0,"Braces, Splints & Supports"
19,2019-11-14,73776.0,"Braces, Splints & Supports"
20,2019-11-15,98415.0,"Braces, Splints & Supports"
21,2019-11-16,98415.0,"Braces, Splints & Supports"
22,2019-11-17,60428.0,"Braces, Splints & Supports"
23,2019-11-18,60428.0,"Braces, Splints & Supports"
24,2019-11-19,62671.0,"Braces, Splints & Supports"
25,2019-11-20,62671.0,"Braces, Splints & Supports"
26,2019-11-21,62671.0,"Braces, Splints & Supports"
27,2019-11-22,62671.0,"Braces, Splints & Supports"
28,2019-11-23,62671.0,"Braces, Splints & Supports"
29,2019-11-24,62671.0,"Braces, Splints & Supports"
30,2019-11-25,62671.0,"Braces, Splints & Supports"
31,2019-11-26,62671.0,"Braces, Splints & Supports"
32,2019-11-27,62671.0,"Braces, Splints & Supports"
33,2019-11-28,-1.0,"Braces, Splints & Supports"
34,2019-11-29,-1.0,"Braces, Splints & Supports"
35,2019-11-30,-1.0,"Braces, Splints & Supports"
36,2019-12-01,-1.0,"Braces, Splints & Supports"
37,2019-12-02,-1.0,"Braces, Splints & Supports"
38,2019-12-03,-1.0,"Braces, Splints & Supports"
39,2019-12-04,-1.0,"Braces, Splints & Supports"
40,2019-12-05,-1.0,"Braces, Splints & Supports"
41,2019-12-06,-1.0,"Braces, Splints & Supports"
42,2019-12-07,-1.0,"Braces, Splints & Supports"
43,2019-12-08,-1.0,"Braces, Splints & Supports"
44,2019-12-09,-1.0,"Braces, Splints & Supports"
45,2019-12-10,-1.0,"Braces, Splints & Supports"
46,2019-12-11,-1.0,"Braces, Splints & Supports"
47,2019-12-12,-1.0,"Braces, Splints & Supports"
48,2019-12-13,-1.0,"Braces, Splints & Supports"
49,2019-12-14,-1.0,"Braces, Splints & Supports"
50,2019-12-15,-1.0,"Braces, Splints & Supports"
51,2019-12-16,-1.0,"Braces, Splints & Supports"
52,2019-12-17,-1.0,"Braces, Splints & Supports"
53,2019-12-18,-1.0,"Braces, Splints & Supports"
54,2019-12-19,-1.0,"Braces, Splints & Supports"
55,2019-12-20,-1.0,"Braces, Splints & Supports"
56,2019-12-21,-1.0,"Braces, Splints & Supports"
57,2019-12-22,-1.0,"Braces, Splints & Supports"
58,2019-12-23,-1.0,"Braces, Splints & Supports"
59,2019-12-24,-1.0,"Braces, Splints & Supports"
60,2019-12-25,-1.0,"Braces, Splints & Supports"
61,2019-12-26,-1.0,"Braces, Splints & Supports"
62,2019-12-27,-1.0,"Braces, Splints & Supports"
63,2019-12-28,-1.0,"Braces, Splints & Supports"
64,2019-12-29,-1.0,"Braces, Splints & Supports"
65,2019-12-30,-1.0,"Braces, Splints & Supports"
66,2019-12-31,-1.0,"Braces, Splints & Supports"
67,2020-01-01,-1.0,"Braces, Splints & Supports"
68,2020-01-02,-1.0,"Braces, Splints & Supports"
69,2020-01-03,-1.0,"Braces, Splints & Supports"
70,2020-01-04,-1.0,"Braces, Splints & Supports"
71,2020-01-05,-1.0,"Braces, Splints & Supports"
72,2020-01-06,-1.0,"Braces, Splints & Supports"
73,2020-01-07,-1.0,"Braces, Splints & Supports"
74,2020-01-08,-1.0,"Braces, Splints & Supports"
75,2020-01-09,-1.0,"Braces, Splints & Supports"
76,2020-01-10,-1.0,"Braces, Splints & Supports"
77,2020-01-11,-1.0,"Braces, Splints & Supports"
78,2020-01-12,-1.0,"Braces, Splints & Supports"
79,2020-01-13,-1.0,"Braces, Splints & Supports"
80,2020-01-14,-1.0,"Braces, Splints & Supports"
81,2020-01-15,-1.0,"Braces, Splints & Supports"
82,2020-01-16,-1.0,"Braces, Splints & Supports"
83,2020-01-17,-1.0,"Braces, Splints & Supports"
84,2020-01-18,-1.0,"Braces, Splints & Supports"
85,2020-01-19,-1.0,"Braces, Splints & Supports"
86,2020-01-20,-1.0,"Braces, Splints & Supports"
87,2020-01-21,-1.0,"Braces, Splints & Supports"
88,2020-01-22,-1.0,"Braces, Splints & Supports"
89,2020-01-23,-1.0,"Braces, Splints & Supports"
90,2020-01-24,-1.0,"Braces, Splints & Supports"
91,2020-01-25,-1.0,"Braces, Splints & Supports"
92,2020-01-26,-1.0,"Braces, Splints & Supports"
93,2020-01-27,-1.0,"Braces, Splints & Supports"
94,2020-01-28,-1.0,"Braces, Splints & Supports"
95,2020-01-29,-1.0,"Braces, Splints & Supports"
96,2020-01-30,-1.0,"Braces, Splints & Supports"
97,2020-01-31,-1.0,"Braces, Splints & Supports"
98,2020-02-01,-1.0,"Braces, Splints & Supports"
99,2020-02-02,-1.0,"Braces, Splints & Supports"
100,2020-02-03,-1.0,"Braces, Splints & Supports"
101,2020-02-04,-1.0,"Braces, Splints & Supports"
102,2020-02-05,-1.0,"Braces, Splints & Supports"
103,2020-02-06,-1.0,"Braces, Splints & Supports"
104,2020-02-07,-1.0,"Braces, Splints & Supports"
105,2020-02-08,-1.0,"Braces, Splints & Supports"
106,2020-02-09,-1.0,"Braces, Splints & Supports"
107,2020-02-10,-1.0,"Braces, Splints & Supports"
108,2020-02-11,-1.0,"Braces, Splints & Supports"
109,2020-02-12,-1.0,"Braces, Splints & Supports"
110,2020-02-13,-1.0,"Braces, Splints & Supports"
111,2020-02-14,-1.0,"Braces, Splints & Supports"
112,2020-02-15,-1.0,"Braces, Splints & Supports"
113,2020-02-16,-1.0,"Braces, Splints & Supports"
114,2020-02-17,-1.0,"Braces, Splints & Supports"
115,2020-02-18,-1.0,"Braces, Splints & Supports"
116,2020-02-19,-1.0,"Braces, Splints & Supports"
117,2020-02-20,-1.0,"Braces, Splints & Supports"
118,2020-02-21,-1.0,"Braces, Splints & Supports"
119,2020-02-22,-1.0,"Braces, Splints & Supports"
120,2020-02-23,9289.0,"Braces, Splints & Supports"
121,2020-02-24,9289.0,"Braces, Splints & Supports"
122,2020-02-25,9289.0,"Braces, Splints & Supports"
123,2020-02-26,-1.0,"Braces, Splints & Supports"
124,2020-02-27,-1.0,"Braces, Splints & Supports"
125,2020-02-28,-1.0,"Braces, Splints & Supports"
126,2020-02-29,-1.0,"Braces, Splints & Supports"
127,2020-03-01,-1.0,"Braces, Splints & Supports"
128,2020-03-02,-1.0,"Braces, Splints & Supports"
129,2020-03-03,-1.0,"Braces, Splints & Supports"
130,2020-03-04,-1.0,"Braces, Splints & Supports"
131,2020-03-05,-1.0,"Braces, Splints & Supports"
132,2020-03-06,-1.0,"Braces, Splints & Supports"
133,2020-03-07,-1.0,"Braces, Splints & Supports"
134,2020-03-08,-1.0,"Braces, Splints & Supports"
135,2020-03-09,-1.0,"Braces, Splints & Supports"
136,2020-03-10,-1.0,"Braces, Splints & Supports"
137,2020-03-11,-1.0,"Braces, Splints & Supports"
138,2020-03-12,-1.0,"Braces, Splints & Supports"
139,2020-03-13,-1.0,"Braces, Splints & Supports"
140,2020-03-14,-1.0,"Braces, Splints & Supports"
141,2020-03-15,-1.0,"Braces, Splints & Supports"
142,2020-03-16,-1.0,"Braces, Splints & Supports"
143,2020-03-17,-1.0,"Braces, Splints & Supports"
144,2020-03-18,-1.0,"Braces, Splints & Supports"
145,2020-03-19,-1.0,"Braces, Splints & Supports"
146,2020-03-20,-1.0,"Braces, Splints & Supports"
147,2020-03-21,-1.0,"Braces, Splints & Supports"
148,2020-03-22,-1.0,"Braces, Splints & Supports"
149,2020-03-23,-1.0,"Braces, Splints & Supports"
150,2020-03-24,-1.0,"Braces, Splints & Supports"
151,2020-03-25,-1.0,"Braces, Splints & Supports"
152,2020-03-26,-1.0,"Braces, Splints & Supports"
153,2020-03-27,-1.0,"Braces, Splints & Supports"
154,2020-03-28,-1.0,"Braces, Splints & Supports"
155,2020-03-29,-1.0,"Braces, Splints & Supports"
156,2020-03-30,-1.0,"Braces, Splints & Supports"
157,2020-03-31,-1.0,"Braces, Splints & Supports"
158,2020-04-01,-1.0,"Braces, Splints & Supports"
159,2020-04-02,-1.0,"Braces, Splints & Supports"
160,2020-04-03,-1.0,"Braces, Splints & Supports"
161,2020-04-04,-1.0,"Braces, Splints & Supports"
162,2020-04-05,-1.0,"Braces, Splints & Supports"
163,2020-04-06,-1.0,"Braces, Splints & Supports"
164,2020-04-07,-1.0,"Braces, Splints & Supports"
165,2020-04-08,-1.0,"Braces, Splints & Supports"
166,2020-04-09,-1.0,"Braces, Splints & Supports"
167,2020-04-10,-1.0,"Braces, Splints & Supports"
168,2020-04-11,-1.0,"Braces, Splints & Supports"
169,2020-04-12,-1.0,"Braces, Splints & Supports"
170,2020-04-13,-1.0,"Braces, Splints & Supports"
171,2020-04-14,-1.0,"Braces, Splints & Supports"
172,2020-04-15,-1.0,"Braces, Splints & Supports"
173,2020-04-16,-1.0,"Braces, Splints & Supports"
174,2020-04-17,-1.0,"Braces, Splints & Supports"
175,2020-04-18,-1.0,"Braces, Splints & Supports"
176,2020-04-19,-1.0,"Braces, Splints & Supports"
177,2020-04-20,-1.0,"Braces, Splints & Supports"
178,2020-04-21,-1.0,"Braces, Splints & Supports"
179,2020-04-22,-1.0,"Braces, Splints & Supports"
180,2020-04-23,-1.0,"Braces, Splints & Supports"
181,2020-04-24,-1.0,"Braces, Splints & Supports"
182,2020-04-25,-1.0,"Braces, Splints & Supports"
183,2020-04-26,-1.0,"Braces, Splints & Supports"
184,2020-04-27,-1.0,"Braces, Splints & Supports"
185,2020-04-28,-1.0,"Braces, Splints & Supports"
186,2020-04-29,-1.0,"Braces, Splints & Supports"
187,2020-04-30,-1.0,"Braces, Splints & Supports"
188,2020-05-01,-1.0,"Braces, Splints & Supports"
189,2020-05-02,-1.0,"Braces, Splints & Supports"
190,2020-05-03,-1.0,"Braces, Splints & Supports"
191,2020-05-04,-1.0,"Braces, Splints & Supports"
192,2020-05-05,-1.0,"Braces, Splints & Supports"
193,2020-05-06,-1.0,"Braces, Splints & Supports"
194,2020-05-07,-1.0,"Braces, Splints & Supports"
195,2020-05-08,-1.0,"Braces, Splints & Supports"
196,2020-05-09,-1.0,"Braces, Splints & Supports"
197,2020-05-10,-1.0,"Braces, Splints & Supports"
198,2020-05-11,-1.0,"Braces, Splints & Supports"
199,2020-05-12,-1.0,"Braces, Splints & Supports"
200,2020-05-13,-1.0,"Braces, Splints & Supports"
201,2020-05-14,-1.0,"Braces, Splints & Supports"
202,2020-05-15,-1.0,"Braces, Splints & Supports"
203,2020-05-16,-1.0,"Braces, Splints & Supports"
204,2020-05-17,-1.0,"Braces, Splints & Supports"
205,2020-05-18,-1.0,"Braces, Splints & Supports"
206,2020-05-19,-1.0,"Braces, Splints & Supports"
207,2020-05-20,-1.0,"Braces, Splints & Supports"
208,2020-05-21,-1.0,"Braces, Splints & Supports"
209,2020-05-22,-1.0,"Braces, Splints & Supports"
210,2020-05-23,-1.0,"Braces, Splints & Supports"
211,2020-05-24,23792.0,"Braces, Splints & Supports"
212,2020-05-25,23792.0,"Braces, Splints & Supports"
213,2020-05-26,23792.0,"Braces, Splints & Supports"
214,2020-05-27,28389.0,"Braces, Splints & Supports"
215,2020-05-28,28389.0,"Braces, Splints & Supports"
216,2020-05-29,28389.0,"Braces, Splints & Supports"
217,2020-05-30,28389.0,"Braces, Splints & Supports"
218,2020-05-31,18647.0,"Braces, Splints & Supports"
219,2020-06-01,18647.0,"Braces, Splints & Supports"
220,2020-06-02,18647.0,"Braces, Splints & Supports"
221,2020-06-03,18647.0,"Braces, Splints & Supports"
222,2020-06-04,18647.0,"Braces, Splints & Supports"
223,2020-06-05,21845.0,"Braces, Splints & Supports"
224,2020-06-06,23417.0,"Braces, Splints & Supports"
225,2020-06-07,23417.0,"Braces, Splints & Supports"
226,2020-06-08,22146.0,"Braces, Splints & Supports"
227,2020-06-09,22146.0,"Braces, Splints & Supports"
228,2020-06-10,24293.0,"Braces, Splints & Supports"
229,2020-06-11,24293.0,"Braces, Splints & Supports"
230,2020-06-12,24293.0,"Braces, Splints & Supports"
231,2020-06-13,24293.0,"Braces, Splints & Supports"
232,2020-06-14,24293.0,"Braces, Splints & Supports"
233,2020-06-15,23178.0,"Braces, Splints & Supports"
234,2020-06-16,23178.0,"Braces, Splints & Supports"
235,2020-06-17,23178.0,"Braces, Splints & Supports"
236,2020-06-18,23178.0,"Braces, Splints & Supports"
237,2020-06-19,23153.0,"Braces, Splints & Supports"
238,2020-06-20,23153.0,"Braces, Splints & Supports"
239,2020-06-21,23153.0,"Braces, Splints & Supports"
240,2020-06-22,22100.0,"Braces, Splints & Supports"
241,2020-06-23,22100.0,"Braces, Splints & Supports"
242,2020-06-24,22100.0,"Braces, Splints & Supports"
243,2020-06-25,22100.0,"Braces, Splints & Supports"
244,2020-06-26,22100.0,"Braces, Splints & Supports"
245,2020-06-27,22100.0,"Braces, Splints & Supports"
246,2020-06-28,19921.0,"Braces, Splints & Supports"
247,2020-06-29,22622.0,"Braces, Splints & Supports"
248,2020-06-30,22622.0,"Braces, Splints & Supports"
249,2020-07-01,23873.0,"Braces, Splints & Supports"
250,2020-07-02,27407.0,"Braces, Splints & Supports"
251,2020-07-03,27407.0,"Braces, Splints & Supports"
252,2020-07-04,27407.0,"Braces, Splints & Supports"
253,2020-07-05,27407.0,"Braces, Splints & Supports"
254,2020-07-06,27407.0,"Braces, Splints & Supports"
255,2020-07-07,21964.0,"Braces, Splints & Supports"
256,2020-07-08,26442.0,"Braces, Splints & Supports"
257,2020-07-09,26442.0,"Braces, Splints & Supports"
258,2020-07-10,28625.0,"Braces, Splints & Supports"
259,2020-07-11,28625.0,"Braces, Splints & Supports"
260,2020-07-12,28625.0,"Braces, Splints & Supports"
261,2020-07-13,28625.0,"Braces, Splints & Supports"
262,2020-07-14,28625.0,"Braces, Splints & Supports"
263,2020-07-15,19595.0,"Braces, Splints & Supports"
264,2020-07-16,20598.0,"Braces, Splints & Supports"
265,2020-07-17,22840.0,"Braces, Splints & Supports"
266,2020-07-18,22840.0,"Braces, Splints & Supports"
267,2020-07-19,22840.0,"Braces, Splints & Supports"
268,2020-07-20,20044.0,"Braces, Splints & Supports"
269,2020-07-21,20044.0,"Braces, Splints & Supports"
270,2020-07-22,20044.0,"Braces, Splints & Supports"
271,2020-07-23,20044.0,"Braces, Splints & Supports"
272,2020-07-24,18411.0,"Braces, Splints & Supports"
273,2020-07-25,18411.0,"Braces, Splints & Supports"
274,2020-07-26,18411.0,"Braces, Splints & Supports"
275,2020-07-27,17181.0,"Braces, Splints & Supports"
276,2020-07-28,17181.0,"Braces, Splints & Supports"
277,2020-07-29,17181.0,"Braces, Splints & Supports"
278,2020-07-30,17181.0,"Braces, Splints & Supports"
279,2020-07-31,15130.0,"Braces, Splints & Supports"
280,2020-08-01,15130.0,"Braces, Splints & Supports"
281,2020-08-02,15130.0,"Braces, Splints & Supports"
282,2020-08-03,17992.0,"Braces, Splints & Supports"
283,2020-08-04,17386.0,"Braces, Splints & Supports"
284,2020-08-05,17386.0,"Braces, Splints & Supports"
285,2020-08-06,17386.0,"Braces, Splints & Supports"
286,2020-08-07,18876.0,"Braces, Splints & Supports"
287,2020-08-08,18876.0,"Braces, Splints & Supports"
288,2020-08-09,14609.0,"Braces, Splints & Supports"
289,2020-08-10,14609.0,"Braces, Splints & Supports"
290,2020-08-11,14609.0,"Braces, Splints & Supports"
291,2020-08-12,17869.0,"Braces, Splints & Supports"
292,2020-08-13,17869.0,"Braces, Splints & Supports"
293,2020-08-14,13379.0,"Braces, Splints & Supports"
294,2020-08-15,13379.0,"Braces, Splints & Supports"
295,2020-08-16,13379.0,"Braces, Splints & Supports"
296,2020-08-17,22085.0,"Braces, Splints & Supports"
297,2020-08-18,22085.0,"Braces, Splints & Supports"
298,2020-08-19,22085.0,"Braces, Splints & Supports"
299,2020-08-20,22085.0,"Braces, Splints & Supports"
300,2020-08-21,15823.0,"Braces, Splints & Supports"
301,2020-08-22,15823.0,"Braces, Splints & Supports"
302,2020-08-23,15823.0,"Braces, Splints & Supports"
303,2020-08-24,15761.0,"Braces, Splints & Supports"
304,2020-08-25,15761.0,"Braces, Splints & Supports"
305,2020-08-26,17991.0,"Braces, Splints & Supports"
306,2020-08-27,17991.0,"Braces, Splints & Supports"
307,2020-08-28,17991.0,"Braces, Splints & Supports"
308,2020-08-29,21983.0,"Braces, Splints & Supports"
309,2020-08-30,21983.0,"Braces, Splints & Supports"
310,2020-08-31,23313.0,"Braces, Splints & Supports"
311,2020-09-01,23313.0,"Braces, Splints & Supports"
312,2020-09-02,30492.0,"Braces, Splints & Supports"
313,2020-09-03,30492.0,"Braces, Splints & Supports"
314,2020-09-04,17729.0,"Braces, Splints & Supports"
315,2020-09-05,17729.0,"Braces, Splints & Supports"
316,2020-09-06,17729.0,"Braces, Splints & Supports"
317,2020-09-07,17729.0,"Braces, Splints & Supports"
318,2020-09-08,25183.0,"Braces, Splints & Supports"
319,2020-09-09,25183.0,"Braces, Splints & Supports"
320,2020-09-10,25183.0,"Braces, Splints & Supports"
321,2020-09-11,25183.0,"Braces, Splints & Supports"
322,2020-09-12,25183.0,"Braces, Splints & Supports"
323,2020-09-13,21651.0,"Braces, Splints & Supports"
324,2020-09-14,21651.0,"Braces, Splints & Supports"
325,2020-09-15,21651.0,"Braces, Splints & Supports"
326,2020-09-16,21651.0,"Braces, Splints & Supports"
327,2020-09-17,26000.0,"Braces, Splints & Supports"
328,2020-09-18,26000.0,"Braces, Splints & Supports"
